user_id,name,email,course_id,course_title,steps_completed,steps_total,course_completed,course_completed_on,course_started_on,course_total_time_on,course_last_step_id,course_last_step_type,course_last_step_title,last_login_date
136,136,136,19780,Resources '19,0,4,NO,,7/26/2019,,19788,Lesson,Meet the 2019 Scholars,7/26/2019
137,137,137,18947,Beyond the Cloud of Everyday Experience: Brian Greene 2019,0,66,NO,,,,,,,
137,137,137,19780,Resources '19,0,4,NO,,,,,,,
138,138,138,18947,Beyond the Cloud of Everyday Experience: Brian Greene 2019,1,66,NO,,7/16/2019,4s,18960,Lesson,1.8 Simultaneity,8/8/2019
138,138,138,19780,Resources '19,2,4,NO,,7/3/2019,12d 6h 6m 40s,19787,Lesson,Meet the 2018 Scholars,8/8/2019
47,47,47,1613,A Beautiful Universe: Cumrun Vafa,60,60,YES,1/13/2019,12/10/2018,34d 10h 51m 8s,5125,Lesson,1.6 Puzzle: Designing a Highway System – Idea Generation,6/13/2019
47,47,47,15362,A Galactic Mystery: Justin Khoury,0,28,NO,,,,,,,6/13/2019
47,47,47,18818,"Accelerate, Collide, Detect: Barry Barish",0,31,NO,,,,,,,6/13/2019
47,47,47,2301,Beyond the Cloud of Everyday Experience: Brian Greene,67,67,YES,11/19/2018,11/9/2018,10d 3h 54m 24s,2619,Lesson,3.22 String Theory,6/13/2019
47,47,47,15609,Einstein's Astrophysical Messengers: Gabriela González,0,31,NO,,,,,,,6/13/2019
47,47,47,11236,Life as the Next Frontier in Physics: Sara Walker,11,45,NO,,3/10/2019,14d 11h 55m 58s,14097,Lesson,1.11 Compare Examples,6/13/2019
47,47,47,11233,Life as the Next Frontier in Physics: Sara Walker | Prerequisite Module,5,5,YES,3/3/2019,2/25/2019,5d 8h 10m 18s,13826,Lesson,1.4 Thoughts on Life,6/13/2019
47,47,47,3722,Resources,3,3,YES,11/19/2018,11/14/2018,5d 11h 5m 42s,3789,Lesson,Meet the Scholars,6/13/2019
47,47,47,19118,The Early Universe: Matias Zaldarriaga,0,27,NO,,,,,,,6/13/2019
47,47,47,18395,The Universe's Hierarchy: George F.R. Ellis,0,32,NO,,,,,,,6/13/2019
48,48,48,1613,A Beautiful Universe: Cumrun Vafa,55,60,NO,,12/27/2018,8d 6h 57m 22s,2469,Lesson,3.12 Black Hole Thermodynamics,6/13/2019
48,48,48,15362,A Galactic Mystery: Justin Khoury,0,28,NO,,,,,,,6/13/2019
48,48,48,18818,"Accelerate, Collide, Detect: Barry Barish",0,31,NO,,,,,,,6/13/2019
48,48,48,2301,Beyond the Cloud of Everyday Experience: Brian Greene,67,67,YES,12/27/2018,10/24/2018,63d 19h 30m 3s,7865,Lesson,3.19 Quantum Mechanics  String Theory,6/13/2019
48,48,48,15609,Einstein's Astrophysical Messengers: Gabriela González,0,31,NO,,,,,,,6/13/2019
48,48,48,11236,Life as the Next Frontier in Physics: Sara Walker,45,45,YES,4/8/2019,3/21/2019,18d 8h 22m 46s,15520,Lesson,Live Session 1: Sara Walker,6/13/2019
48,48,48,11233,Life as the Next Frontier in Physics: Sara Walker | Prerequisite Module,5,5,YES,2/18/2019,2/18/2019,44s,13826,Lesson,1.4 Thoughts on Life,6/13/2019
48,48,48,3722,Resources,3,3,YES,9/29/2018,9/29/2018,2m 57s,3789,Lesson,Meet the Scholars,6/13/2019
48,48,48,19118,The Early Universe: Matias Zaldarriaga,0,27,NO,,,,,,,6/13/2019
48,48,48,18395,The Universe's Hierarchy: George F.R. Ellis,0,32,NO,,,,,,,6/13/2019
139,139,139,18947,Beyond the Cloud of Everyday Experience: Brian Greene 2019,49,66,NO,,7/17/2019,25d 21h 11m 24s,19026,Lesson,3.20 Quantum Mechanics Projects,8/8/2019
139,139,139,19780,Resources '19,0,4,NO,,7/15/2019,,19798,Lesson,2019 Program Orientation Live Session,8/8/2019
140,140,140,18947,Beyond the Cloud of Everyday Experience: Brian Greene 2019,0,66,NO,,,,,,,
140,140,140,19780,Resources '19,0,4,NO,,,,,,,
49,49,49,1613,A Beautiful Universe: Cumrun Vafa,60,60,YES,6/21/2019,12/13/2018,189d 22h 26m 7s,14083,Lesson,Live Session: Cumrun Vafa,8/8/2019
49,49,49,15362,A Galactic Mystery: Justin Khoury,25,28,NO,,5/24/2019,3d 6h 27s,18097,Lesson,3.1 Going Deeper,8/8/2019
49,49,49,18818,"Accelerate, Collide, Detect: Barry Barish",28,31,NO,,7/16/2019,29d 4h 55m 3s,18853,Lesson,3.1 Going Deeper,8/8/2019
49,49,49,2301,Beyond the Cloud of Everyday Experience: Brian Greene,67,67,YES,6/21/2019,10/30/2018,234d 1h 5m 4s,11950,Lesson,Live Session with Professor Brian Greene,8/8/2019
49,49,49,15609,Einstein's Astrophysical Messengers: Gabriela González,28,31,NO,,6/21/2019,2d 1h 55m 31s,15626,Lesson,3.1 Going Deeper,8/8/2019
49,49,49,11236,Life as the Next Frontier in Physics: Sara Walker,45,45,YES,5/24/2019,3/5/2019,80d 49m 32s,17610,Lesson,Live Session 2:  Sara Walker,8/8/2019
49,49,49,11233,Life as the Next Frontier in Physics: Sara Walker | Prerequisite Module,5,5,YES,3/4/2019,2/11/2019,20d 18h 24m 48s,13826,Lesson,1.4 Thoughts on Life,8/8/2019
49,49,49,3722,Resources,0,3,NO,,,,,,,8/8/2019
49,49,49,19118,The Early Universe: Matias Zaldarriaga,1,27,NO,,8/14/2019,23m 18s,19124,Lesson,1.1 Module Overview,8/8/2019
49,49,49,18395,The Universe's Hierarchy: George F.R. Ellis,29,32,NO,,7/2/2019,13d 21h 23m 3s,18800,Lesson,3.1 Going Deeper,8/8/2019
50,50,50,1613,A Beautiful Universe: Cumrun Vafa,16,60,NO,,1/2/2019,28d 23h 23m 46s,4751,Lesson,1.23 Mathematical Concepts in Your Life,4/3/2019
50,50,50,15362,A Galactic Mystery: Justin Khoury,0,28,NO,,,,,,,4/3/2019
50,50,50,18818,"Accelerate, Collide, Detect: Barry Barish",0,31,NO,,,,,,,4/3/2019
50,50,50,2301,Beyond the Cloud of Everyday Experience: Brian Greene,49,67,NO,,10/29/2018,16d 5h 27m 25s,2619,Lesson,3.22 String Theory,4/3/2019
50,50,50,15609,Einstein's Astrophysical Messengers: Gabriela González,0,31,NO,,,,,,,4/3/2019
50,50,50,11236,Life as the Next Frontier in Physics: Sara Walker,5,45,NO,,3/7/2019,27d 7h 50m 17s,14097,Lesson,1.11 Compare Examples,4/3/2019
50,50,50,11233,Life as the Next Frontier in Physics: Sara Walker | Prerequisite Module,3,5,NO,,2/23/2019,2m 25s,13826,Lesson,1.4 Thoughts on Life,4/3/2019
50,50,50,3722,Resources,0,3,NO,,,,,,,4/3/2019
50,50,50,19118,The Early Universe: Matias Zaldarriaga,0,27,NO,,,,,,,4/3/2019
50,50,50,18395,The Universe's Hierarchy: George F.R. Ellis,0,32,NO,,,,,,,4/3/2019
51,51,51,1613,A Beautiful Universe: Cumrun Vafa,39,60,NO,,12/17/2018,26d 15h 33m 14s,2463,Lesson,3.6 Extra Dimensions,8/8/2019
51,51,51,15362,A Galactic Mystery: Justin Khoury,10,28,NO,,5/4/2019,13d 23h 32m 43s,17501,Lesson,1.3 Justin Khoury QA,8/8/2019
51,51,51,18818,"Accelerate, Collide, Detect: Barry Barish",24,31,NO,,8/4/2019,2d 5h 5m 16s,18853,Lesson,3.1 Going Deeper,8/8/2019
51,51,51,2301,Beyond the Cloud of Everyday Experience: Brian Greene,42,67,NO,,11/8/2018,24d 2h 17m 21s,2596,Lesson,3.9 Particles and Waves,8/8/2019
51,51,51,15609,Einstein's Astrophysical Messengers: Gabriela González,1,31,NO,,6/20/2019,6m 39s,15620,Lesson,2.1 Meet Gabriela González,8/8/2019
51,51,51,11236,Life as the Next Frontier in Physics: Sara Walker,39,45,NO,,3/4/2019,75d 2h 8m 24s,15850,Lesson,What Is Life? Project,8/8/2019
51,51,51,11233,Life as the Next Frontier in Physics: Sara Walker | Prerequisite Module,5,5,YES,2/20/2019,2/18/2019,2d 1h 4m 4s,14171,Lesson,1.3 Sara Walker QA,8/8/2019
51,51,51,3722,Resources,0,3,NO,,,,,,,8/8/2019
51,51,51,19118,The Early Universe: Matias Zaldarriaga,0,27,NO,,,,,,,8/8/2019
51,51,51,18395,The Universe's Hierarchy: George F.R. Ellis,1,32,NO,,8/9/2019,1m 3s,18404,Lesson,1.1 Module Overview,8/8/2019
80,80,80,15362,A Galactic Mystery: Justin Khoury,0,28,NO,,,,,,,10/11/2018
80,80,80,3967,Special Relativity – World Science U,1,359,NO,,10/11/2018,48s,723,Lesson,2.4 Speed Discussion,10/11/2018
79,79,79,1613,A Beautiful Universe: Cumrun Vafa,11,60,NO,,10/9/2018,31d 2h 49m 29s,4575,Lesson,2.17 Partition Function and Black Hole Questions,7/12/2019
79,79,79,15362,A Galactic Mystery: Justin Khoury,0,28,NO,,,,,,,7/12/2019
79,79,79,18818,"Accelerate, Collide, Detect: Barry Barish",0,31,NO,,,,,,,7/12/2019
79,79,79,2301,Beyond the Cloud of Everyday Experience: Brian Greene,8,67,NO,,7/12/2019,2h 46m 57s,6262,Lesson,"2.9 Conundrum, Verification and Evidence",7/12/2019
79,79,79,18947,Beyond the Cloud of Everyday Experience: Brian Greene 2019,5,66,NO,,7/12/2019,1h 8m 44s,18970,Lesson,1.16 Special Relativity,7/12/2019
79,79,79,15609,Einstein's Astrophysical Messengers: Gabriela González,0,31,NO,,,,,,,7/12/2019
79,79,79,11236,Life as the Next Frontier in Physics: Sara Walker,0,45,NO,,,,,,,7/12/2019
79,79,79,11233,Life as the Next Frontier in Physics: Sara Walker | Prerequisite Module,0,5,NO,,,,,,,7/12/2019
79,79,79,3722,Resources,0,3,NO,,,,,,,7/12/2019
79,79,79,19780,Resources '19,0,4,NO,,,,,,,7/12/2019
79,79,79,19118,The Early Universe: Matias Zaldarriaga,0,27,NO,,,,,,,7/12/2019
79,79,79,18395,The Universe's Hierarchy: George F.R. Ellis,0,32,NO,,,,,,,7/12/2019
94,94,94,1613,A Beautiful Universe: Cumrun Vafa,0,60,NO,,,,,,,4/16/2019
94,94,94,15362,A Galactic Mystery: Justin Khoury,0,28,NO,,,,,,,4/16/2019
94,94,94,18818,"Accelerate, Collide, Detect: Barry Barish",0,31,NO,,,,,,,4/16/2019
94,94,94,2301,Beyond the Cloud of Everyday Experience: Brian Greene,0,67,NO,,,,,,,4/16/2019
94,94,94,18947,Beyond the Cloud of Everyday Experience: Brian Greene 2019,0,66,NO,,,,,,,4/16/2019
94,94,94,15609,Einstein's Astrophysical Messengers: Gabriela González,0,31,NO,,,,,,,4/16/2019
94,94,94,11236,Life as the Next Frontier in Physics: Sara Walker,0,45,NO,,,,,,,4/16/2019
94,94,94,11233,Life as the Next Frontier in Physics: Sara Walker | Prerequisite Module,0,5,NO,,,,,,,4/16/2019
94,94,94,3722,Resources,0,3,NO,,,,,,,4/16/2019
94,94,94,19780,Resources '19,0,4,NO,,,,,,,4/16/2019
94,94,94,19118,The Early Universe: Matias Zaldarriaga,0,27,NO,,,,,,,4/16/2019
94,94,94,18395,The Universe's Hierarchy: George F.R. Ellis,0,32,NO,,,,,,,4/16/2019
95,95,95,1613,A Beautiful Universe: Cumrun Vafa,1,60,NO,,11/8/2018,25d 2h 1m 14s,9743,Lesson,3.4 Life in Different Numbers of Dimensions,4/16/2019
95,95,95,15362,A Galactic Mystery: Justin Khoury,0,28,NO,,,,,,,4/16/2019
95,95,95,18818,"Accelerate, Collide, Detect: Barry Barish",0,31,NO,,,,,,,4/16/2019
95,95,95,2301,Beyond the Cloud of Everyday Experience: Brian Greene,4,67,NO,,12/3/2018,3d 6h 53m 36s,6298,Lesson,2.7 Inertial and Gravitational Mass,4/16/2019
95,95,95,18947,Beyond the Cloud of Everyday Experience: Brian Greene 2019,0,66,NO,,,,,,,4/16/2019
95,95,95,15609,Einstein's Astrophysical Messengers: Gabriela González,0,31,NO,,,,,,,4/16/2019
95,95,95,11236,Life as the Next Frontier in Physics: Sara Walker,40,45,NO,,3/27/2019,21m 36s,14625,Quiz,Cellular Automata Challenge,4/16/2019
95,95,95,11233,Life as the Next Frontier in Physics: Sara Walker | Prerequisite Module,0,5,NO,,,,,,,4/16/2019
95,95,95,3722,Resources,0,3,NO,,12/6/2018,,3902,Lesson,World Science Scholars Program Orientation,4/16/2019
95,95,95,19780,Resources '19,0,4,NO,,,,,,,4/16/2019
95,95,95,19118,The Early Universe: Matias Zaldarriaga,0,27,NO,,,,,,,4/16/2019
95,95,95,18395,The Universe's Hierarchy: George F.R. Ellis,0,32,NO,,,,,,,4/16/2019
96,96,96,1613,A Beautiful Universe: Cumrun Vafa,0,60,NO,,12/5/2018,,1799,Lesson,1.1 Course Overview,7/31/2019
96,96,96,15362,A Galactic Mystery: Justin Khoury,0,28,NO,,,,,,,7/31/2019
96,96,96,18818,"Accelerate, Collide, Detect: Barry Barish",0,31,NO,,,,,,,7/31/2019
96,96,96,2301,Beyond the Cloud of Everyday Experience: Brian Greene,6,67,NO,,12/5/2018,23h 38m 4s,5523,Lesson,1.8 Simultaneity,7/31/2019
96,96,96,18947,Beyond the Cloud of Everyday Experience: Brian Greene 2019,0,66,NO,,,,,,,7/31/2019
96,96,96,15609,Einstein's Astrophysical Messengers: Gabriela González,0,31,NO,,,,,,,7/31/2019
96,96,96,11236,Life as the Next Frontier in Physics: Sara Walker,0,45,NO,,,,,,,7/31/2019
96,96,96,11233,Life as the Next Frontier in Physics: Sara Walker | Prerequisite Module,0,5,NO,,,,,,,7/31/2019
96,96,96,3722,Resources,0,3,NO,,,,,,,7/31/2019
96,96,96,19780,Resources '19,0,4,NO,,,,,,,7/31/2019
96,96,96,19118,The Early Universe: Matias Zaldarriaga,0,27,NO,,,,,,,7/31/2019
96,96,96,18395,The Universe's Hierarchy: George F.R. Ellis,0,32,NO,,,,,,,7/31/2019
97,97,97,1613,A Beautiful Universe: Cumrun Vafa,0,60,NO,,12/3/2018,,2346,Lesson,1.25 Summary of Mathematical Concepts,7/26/2019
97,97,97,15362,A Galactic Mystery: Justin Khoury,0,28,NO,,4/15/2019,,15568,Lesson,1.1 The Case for Dark Matter,7/26/2019
97,97,97,18818,"Accelerate, Collide, Detect: Barry Barish",0,31,NO,,,,,,,7/26/2019
97,97,97,2301,Beyond the Cloud of Everyday Experience: Brian Greene,8,67,NO,,11/7/2018,25d 17h 59m 4s,6262,Lesson,"2.9 Conundrum, Verification and Evidence",7/26/2019
97,97,97,18947,Beyond the Cloud of Everyday Experience: Brian Greene 2019,0,66,NO,,,,,,,7/26/2019
97,97,97,15609,Einstein's Astrophysical Messengers: Gabriela González,0,31,NO,,,,,,,7/26/2019
97,97,97,11236,Life as the Next Frontier in Physics: Sara Walker,0,45,NO,,,,,,,7/26/2019
97,97,97,11233,Life as the Next Frontier in Physics: Sara Walker | Prerequisite Module,0,5,NO,,,,,,,7/26/2019
97,97,97,3722,Resources,0,3,NO,,,,,,,7/26/2019
97,97,97,19780,Resources '19,0,4,NO,,,,,,,7/26/2019
97,97,97,19118,The Early Universe: Matias Zaldarriaga,0,27,NO,,,,,,,7/26/2019
97,97,97,18395,The Universe's Hierarchy: George F.R. Ellis,0,32,NO,,,,,,,7/26/2019
86,86,86,1613,A Beautiful Universe: Cumrun Vafa,0,60,NO,,,,,,,4/16/2019
86,86,86,15362,A Galactic Mystery: Justin Khoury,0,28,NO,,,,,,,4/16/2019
86,86,86,18818,"Accelerate, Collide, Detect: Barry Barish",0,31,NO,,,,,,,4/16/2019
86,86,86,2301,Beyond the Cloud of Everyday Experience: Brian Greene,0,67,NO,,,,,,,4/16/2019
86,86,86,18947,Beyond the Cloud of Everyday Experience: Brian Greene 2019,0,66,NO,,,,,,,4/16/2019
86,86,86,15609,Einstein's Astrophysical Messengers: Gabriela González,0,31,NO,,,,,,,4/16/2019
86,86,86,11236,Life as the Next Frontier in Physics: Sara Walker,3,45,NO,,,,14135,Lesson,2.9 Bridge Challenge,4/16/2019
86,86,86,11233,Life as the Next Frontier in Physics: Sara Walker | Prerequisite Module,5,5,YES,3/1/2019,3/1/2019,28s,13826,Lesson,1.4 Thoughts on Life,4/16/2019
86,86,86,3722,Resources,0,3,NO,,,,,,,4/16/2019
86,86,86,19780,Resources '19,0,4,NO,,,,,,,4/16/2019
86,86,86,19118,The Early Universe: Matias Zaldarriaga,0,27,NO,,,,,,,4/16/2019
86,86,86,18395,The Universe's Hierarchy: George F.R. Ellis,0,32,NO,,,,,,,4/16/2019
87,87,87,1613,A Beautiful Universe: Cumrun Vafa,0,60,NO,,,,,,,11/8/2018
87,87,87,15362,A Galactic Mystery: Justin Khoury,0,28,NO,,,,,,,11/8/2018
87,87,87,18818,"Accelerate, Collide, Detect: Barry Barish",0,31,NO,,,,,,,11/8/2018
87,87,87,2301,Beyond the Cloud of Everyday Experience: Brian Greene,0,67,NO,,,,,,,11/8/2018
87,87,87,18947,Beyond the Cloud of Everyday Experience: Brian Greene 2019,0,66,NO,,,,,,,11/8/2018
87,87,87,15609,Einstein's Astrophysical Messengers: Gabriela González,0,31,NO,,,,,,,11/8/2018
87,87,87,11236,Life as the Next Frontier in Physics: Sara Walker,0,45,NO,,,,,,,11/8/2018
87,87,87,11233,Life as the Next Frontier in Physics: Sara Walker | Prerequisite Module,0,5,NO,,,,,,,11/8/2018
87,87,87,3722,Resources,0,3,NO,,,,,,,11/8/2018
87,87,87,19780,Resources '19,0,4,NO,,,,,,,11/8/2018
87,87,87,19118,The Early Universe: Matias Zaldarriaga,0,27,NO,,,,,,,11/8/2018
87,87,87,18395,The Universe's Hierarchy: George F.R. Ellis,0,32,NO,,,,,,,11/8/2018
88,88,88,1613,A Beautiful Universe: Cumrun Vafa,1,60,NO,,11/8/2018,12m 46s,4721,Lesson,1.12 Discussing Puzzles 1-3,4/16/2019
88,88,88,15362,A Galactic Mystery: Justin Khoury,0,28,NO,,,,,,,4/16/2019
88,88,88,18818,"Accelerate, Collide, Detect: Barry Barish",0,31,NO,,,,,,,4/16/2019
88,88,88,2301,Beyond the Cloud of Everyday Experience: Brian Greene,1,67,NO,,11/6/2018,5m 10s,5167,Lesson,1.2 What Would You Like to Learn?,4/16/2019
88,88,88,18947,Beyond the Cloud of Everyday Experience: Brian Greene 2019,0,66,NO,,,,,,,4/16/2019
88,88,88,15609,Einstein's Astrophysical Messengers: Gabriela González,0,31,NO,,,,,,,4/16/2019
88,88,88,11236,Life as the Next Frontier in Physics: Sara Walker,0,45,NO,,,,,,,4/16/2019
88,88,88,11233,Life as the Next Frontier in Physics: Sara Walker | Prerequisite Module,0,5,NO,,,,,,,4/16/2019
88,88,88,3722,Resources,0,3,NO,,,,,,,4/16/2019
88,88,88,19780,Resources '19,0,4,NO,,,,,,,4/16/2019
88,88,88,19118,The Early Universe: Matias Zaldarriaga,0,27,NO,,,,,,,4/16/2019
88,88,88,18395,The Universe's Hierarchy: George F.R. Ellis,0,32,NO,,,,,,,4/16/2019
89,89,89,1613,A Beautiful Universe: Cumrun Vafa,0,60,NO,,12/22/2018,,1799,Lesson,1.1 Course Overview,4/17/2019
89,89,89,15362,A Galactic Mystery: Justin Khoury,0,28,NO,,,,,,,4/17/2019
89,89,89,18818,"Accelerate, Collide, Detect: Barry Barish",0,31,NO,,,,,,,4/17/2019
89,89,89,2301,Beyond the Cloud of Everyday Experience: Brian Greene,0,67,NO,,4/17/2019,,6187,Lesson,2.1 Module Overview,4/17/2019
89,89,89,18947,Beyond the Cloud of Everyday Experience: Brian Greene 2019,0,66,NO,,,,,,,4/17/2019
89,89,89,15609,Einstein's Astrophysical Messengers: Gabriela González,0,31,NO,,,,,,,4/17/2019
89,89,89,11236,Life as the Next Frontier in Physics: Sara Walker,0,45,NO,,4/17/2019,,15520,Lesson,Live Session 1: Sara Walker,4/17/2019
89,89,89,11233,Life as the Next Frontier in Physics: Sara Walker | Prerequisite Module,0,5,NO,,,,,,,4/17/2019
89,89,89,3722,Resources,0,3,NO,,,,,,,4/17/2019
89,89,89,19780,Resources '19,0,4,NO,,,,,,,4/17/2019
89,89,89,19118,The Early Universe: Matias Zaldarriaga,0,27,NO,,,,,,,4/17/2019
89,89,89,18395,The Universe's Hierarchy: George F.R. Ellis,0,32,NO,,,,,,,4/17/2019
90,90,90,1613,A Beautiful Universe: Cumrun Vafa,0,60,NO,,,,,,,6/25/2019
90,90,90,15362,A Galactic Mystery: Justin Khoury,0,28,NO,,,,,,,6/25/2019
90,90,90,18818,"Accelerate, Collide, Detect: Barry Barish",0,31,NO,,,,,,,6/25/2019
90,90,90,2301,Beyond the Cloud of Everyday Experience: Brian Greene,0,67,NO,,,,,,,6/25/2019
90,90,90,18947,Beyond the Cloud of Everyday Experience: Brian Greene 2019,0,66,NO,,,,,,,6/25/2019
90,90,90,15609,Einstein's Astrophysical Messengers: Gabriela González,0,31,NO,,,,,,,6/25/2019
90,90,90,11236,Life as the Next Frontier in Physics: Sara Walker,0,45,NO,,,,,,,6/25/2019
90,90,90,11233,Life as the Next Frontier in Physics: Sara Walker | Prerequisite Module,0,5,NO,,,,,,,6/25/2019
90,90,90,3722,Resources,0,3,NO,,,,,,,6/25/2019
90,90,90,19780,Resources '19,0,4,NO,,,,,,,6/25/2019
90,90,90,19118,The Early Universe: Matias Zaldarriaga,0,27,NO,,,,,,,6/25/2019
90,90,90,18395,The Universe's Hierarchy: George F.R. Ellis,0,32,NO,,,,,,,6/25/2019
91,91,91,1613,A Beautiful Universe: Cumrun Vafa,0,60,NO,,1/9/2019,,1799,Lesson,1.1 Course Overview,7/9/2019
91,91,91,15362,A Galactic Mystery: Justin Khoury,0,28,NO,,,,,,,7/9/2019
91,91,91,18818,"Accelerate, Collide, Detect: Barry Barish",0,31,NO,,,,,,,7/9/2019
91,91,91,2301,Beyond the Cloud of Everyday Experience: Brian Greene,0,67,NO,,,,,,,7/9/2019
91,91,91,18947,Beyond the Cloud of Everyday Experience: Brian Greene 2019,0,66,NO,,,,,,,7/9/2019
91,91,91,15609,Einstein's Astrophysical Messengers: Gabriela González,0,31,NO,,,,,,,7/9/2019
91,91,91,11236,Life as the Next Frontier in Physics: Sara Walker,0,45,NO,,,,,,,7/9/2019
91,91,91,11233,Life as the Next Frontier in Physics: Sara Walker | Prerequisite Module,0,5,NO,,,,,,,7/9/2019
91,91,91,3722,Resources,0,3,NO,,,,,,,7/9/2019
91,91,91,19780,Resources '19,0,4,NO,,,,,,,7/9/2019
91,91,91,19118,The Early Universe: Matias Zaldarriaga,0,27,NO,,,,,,,7/9/2019
91,91,91,18395,The Universe's Hierarchy: George F.R. Ellis,0,32,NO,,,,,,,7/9/2019
92,92,92,1613,A Beautiful Universe: Cumrun Vafa,0,60,NO,,12/3/2018,,1560,Lesson,1.3 Puzzle: Mixing Paint,5/29/2019
92,92,92,15362,A Galactic Mystery: Justin Khoury,4,28,NO,,,,18097,Lesson,3.1 Going Deeper,5/29/2019
92,92,92,18818,"Accelerate, Collide, Detect: Barry Barish",0,31,NO,,,,,,,5/29/2019
92,92,92,2301,Beyond the Cloud of Everyday Experience: Brian Greene,0,67,NO,,,,,,,5/29/2019
92,92,92,18947,Beyond the Cloud of Everyday Experience: Brian Greene 2019,0,66,NO,,,,,,,5/29/2019
92,92,92,15609,Einstein's Astrophysical Messengers: Gabriela González,0,31,NO,,,,,,,5/29/2019
92,92,92,11236,Life as the Next Frontier in Physics: Sara Walker,6,45,NO,,3/1/2019,2d 16h 3m 19s,11236,Course,Life as the Next Frontier in Physics: Sara Walker,5/29/2019
92,92,92,11233,Life as the Next Frontier in Physics: Sara Walker | Prerequisite Module,5,5,YES,3/1/2019,3/1/2019,21s,13826,Lesson,1.4 Thoughts on Life,5/29/2019
92,92,92,3722,Resources,0,3,NO,,,,,,,5/29/2019
92,92,92,19780,Resources '19,0,4,NO,,,,,,,5/29/2019
92,92,92,19118,The Early Universe: Matias Zaldarriaga,0,27,NO,,,,,,,5/29/2019
92,92,92,18395,The Universe's Hierarchy: George F.R. Ellis,0,32,NO,,,,,,,5/29/2019
93,93,93,1613,A Beautiful Universe: Cumrun Vafa,0,60,NO,,11/8/2018,,2460,Lesson,3.5 Three Stories Meet,4/16/2019
93,93,93,15362,A Galactic Mystery: Justin Khoury,0,28,NO,,,,,,,4/16/2019
93,93,93,18818,"Accelerate, Collide, Detect: Barry Barish",0,31,NO,,,,,,,4/16/2019
93,93,93,2301,Beyond the Cloud of Everyday Experience: Brian Greene,0,67,NO,,,,,,,4/16/2019
93,93,93,18947,Beyond the Cloud of Everyday Experience: Brian Greene 2019,0,66,NO,,,,,,,4/16/2019
93,93,93,15609,Einstein's Astrophysical Messengers: Gabriela González,0,31,NO,,,,,,,4/16/2019
93,93,93,11236,Life as the Next Frontier in Physics: Sara Walker,0,45,NO,,,,,,,4/16/2019
93,93,93,11233,Life as the Next Frontier in Physics: Sara Walker | Prerequisite Module,0,5,NO,,,,,,,4/16/2019
93,93,93,3722,Resources,0,3,NO,,,,,,,4/16/2019
93,93,93,19780,Resources '19,0,4,NO,,,,,,,4/16/2019
93,93,93,19118,The Early Universe: Matias Zaldarriaga,0,27,NO,,,,,,,4/16/2019
93,93,93,18395,The Universe's Hierarchy: George F.R. Ellis,0,32,NO,,,,,,,4/16/2019
141,141,141,18947,Beyond the Cloud of Everyday Experience: Brian Greene 2019,31,66,NO,,7/27/2019,9d 3h 50m 20s,19000,Lesson,2.20 General Relativity,7/28/2019
141,141,141,19780,Resources '19,0,4,NO,,7/21/2019,,19798,Lesson,2019 Program Orientation Live Session,7/28/2019
52,52,52,1613,A Beautiful Universe: Cumrun Vafa,60,60,YES,4/9/2019,1/15/2019,83d 17h 53m 49s,14083,Lesson,Live Session: Cumrun Vafa,4/9/2019
52,52,52,15362,A Galactic Mystery: Justin Khoury,0,28,NO,,,,,,,4/9/2019
52,52,52,18818,"Accelerate, Collide, Detect: Barry Barish",0,31,NO,,,,,,,4/9/2019
52,52,52,2301,Beyond the Cloud of Everyday Experience: Brian Greene,67,67,YES,4/9/2019,11/9/2018,150d 17h 55m 11s,2619,Lesson,3.22 String Theory,4/9/2019
52,52,52,15609,Einstein's Astrophysical Messengers: Gabriela González,0,31,NO,,,,,,,4/9/2019
52,52,52,11236,Life as the Next Frontier in Physics: Sara Walker,45,45,YES,4/9/2019,4/9/2019,9m 6s,15520,Lesson,Live Session 1: Sara Walker,4/9/2019
52,52,52,11233,Life as the Next Frontier in Physics: Sara Walker | Prerequisite Module,5,5,YES,4/9/2019,4/9/2019,40s,13826,Lesson,1.4 Thoughts on Life,4/9/2019
52,52,52,3722,Resources,3,3,YES,4/9/2019,4/9/2019,10s,3789,Lesson,Meet the Scholars,4/9/2019
52,52,52,19118,The Early Universe: Matias Zaldarriaga,0,27,NO,,,,,,,4/9/2019
52,52,52,18395,The Universe's Hierarchy: George F.R. Ellis,0,32,NO,,,,,,,4/9/2019
142,142,142,18947,Beyond the Cloud of Everyday Experience: Brian Greene 2019,49,66,NO,,7/15/2019,29d 19h 6m 28s,2739,Quiz,1.6 Essentials of Special Relativity,8/15/2019
142,142,142,19780,Resources '19,2,4,NO,,7/15/2019,5m 6s,19798,Lesson,2019 Program Orientation Live Session,8/15/2019
143,143,143,18947,Beyond the Cloud of Everyday Experience: Brian Greene 2019,9,66,NO,,7/22/2019,18d 17h 56m 8s,2770,Quiz,1.10 Using the Gamma Factor,8/13/2019
143,143,143,19780,Resources '19,0,4,NO,,7/5/2019,,19787,Lesson,Meet the 2018 Scholars,8/13/2019
144,144,144,18947,Beyond the Cloud of Everyday Experience: Brian Greene 2019,1,66,NO,,7/17/2019,2m 12s,18953,Lesson,1.2 What Would You Like to Learn?,7/17/2019
144,144,144,19780,Resources '19,4,4,YES,7/9/2019,7/9/2019,5m 20s,19788,Lesson,Meet the 2019 Scholars,7/17/2019
